Desert,Mountain,Water,Land,Forest,Snow,Average_Temperature,Is_Raining,Had_A_Good_Sleep,Winner,Winner_Time,Second,Second_Time,Third,Third_Time
5295,8089,2644,6899,5028,1211,10,No,No,horse,206,goat,229,monkey,238
680,1913,7479,4591,7764,8443,36,No,Yes,pig,192,rabbit,194,ox,207
1948,2103,7384,196,8971,2735,14,No,Yes,monkey,180,dragon,188,tiger,199
4695,1944,1225,1266,5370,5767,23,No,No,snake,151,dog,151,monkey,152
7695,2963,6710,3140,1949,4172,10,No,Yes,dragon,220,monkey,233,horse,240
4891,28,1049,6418,8503,2634,28,No,Yes,dog,164,snake,167,ox,177
4587,2976,8088,3958,7441,8942,33,No,No,tiger,283,monkey,283,dog,283
5628,2991,6821,2439,9805,6371,40,No,Yes,pig,227,ox,228,rabbit,240
2491,692,858,8351,707,7257,32,No,No,rabbit,129,horse,143,dog,145
9919,5190,8662,7019,4048,1273,26,No,No,rat,261,dog,284,tiger,285
3903,1341,3884,1653,171,8256,24,No,Yes,dog,149,monkey,156,rat,159
260,9176,2726,1121,7791,4162,39,No,No,ox,158,goat,160,monkey,172
2617,41,9165,2993,3432,3287,29,No,Yes,tiger,165,rat,169,dragon,172
947,3716,4888,6372,9049,1364,15,No,No,rooster,198,pig,199,horse,205
3378,7960,3198,6813,6313,9282,21,No,No,goat,261,horse,278,monkey,278
9806,9774,8182,1822,779,6297,15,No,Yes,dragon,279,monkey,305,horse,319
1359,7511,2434,3458,8848,3939,16,No,No,goat,187,monkey,198,snake,203
9590,8421,5231,4237,9451,8329,16,No,No,snake,343,monkey,350,dog,352
9255,1998,5921,8502,8158,1356,23,No,No,dog,261,snake,267,rat,269
6117,812,1587,4141,1344,2334,10,No,No,horse,132,dog,144,monkey,148
8694,8925,6275,7270,1447,6614,11,No,Yes,horse,309,dragon,319,monkey,327
8006,131,2322,6552,5767,4613,25,No,Yes,dog,193,snake,207,rat,220
4569,8872,1656,892,8921,5374,35,No,No,ox,180,rabbit,211,goat,212
6692,5493,4338,5455,1795,6981,33,No,No,rat,236,dog,239,snake,246
5060,9757,2951,7579,987,1041,35,No,No,ox,158,rabbit,178,horse,183
5505,4652,7069,8611,2077,8631,17,No,Yes,rat,283,dog,286,horse,297
6243,4714,6890,1521,6850,4975,36,No,No,pig,219,ox,222,rabbit,229
52,3383,4334,1227,71,544,35,No,No,dragon,60,pig,66,rat,69
2083,8790,5897,9943,3582,8949,14,No,Yes,goat,288,horse,291,rooster,294
805,7398,8341,30,1569,6241,34,No,No,dragon,168,monkey,188,rat,192
1266,2758,4103,8786,6676,2752,13,No,No,pig,195,horse,196,rooster,197
1668,3781,2919,1408,7874,7336,28,No,Yes,monkey,177,goat,178,snake,189
6582,2204,7551,9271,4348,8788,23,No,No,dog,295,rat,304,snake,312
3151,4814,6382,9406,1991,6089,32,No,No,rat,242,horse,246,dog,254
6774,1145,4357,6266,5604,5896,14,No,No,horse,250,monkey,251,goat,267
3360,7741,6594,8928,3949,121,10,No,No,horse,226,dragon,238,rooster,251
5051,2850,7498,8475,8529,596,37,No,Yes,pig,183,ox,202,rabbit,233
2336,4808,6371,9643,8820,4429,40,No,No,pig,207,ox,212,rabbit,230
3436,9233,3820,426,7316,1056,34,No,Yes,tiger,181,monkey,188,snake,190
252,538,4529,5270,8091,8316,35,No,Yes,rabbit,154,ox,160,pig,161
6575,6306,1176,5011,1091,7010,19,No,Yes,horse,201,dog,208,rat,211
8896,8298,1477,9467,2670,1910,11,No,No,horse,220,goat,270,ox,272
46,7613,6699,1722,7630,9170,21,No,No,goat,233,monkey,233,rooster,248
9289,4194,2943,1682,7919,8618,16,No,Yes,dog,258,snake,259,monkey,265
2265,2382,6830,639,4659,9107,34,No,Yes,monkey,196,tiger,208,snake,212
8702,7121,5258,9880,6116,1368,29,No,No,rat,285,horse,287,snake,293
9216,4555,6428,5494,947,9306,30,No,No,rat,277,dog,277,snake,294
1967,650,4323,1659,2136,5923,35,No,Yes,rabbit,105,pig,117,ox,124
7100,8685,6829,7495,8812,6353,19,No,No,snake,347,rat,355,tiger,357
7132,156,8352,3010,2747,4821,32,No,Yes,rat,204,dog,204,tiger,210
2052,8316,9476,3413,6245,5261,19,No,No,dragon,262,tiger,268,monkey,271
2846,2412,5703,4432,3469,8393,39,No,Yes,rabbit,163,ox,184,pig,184
7772,6790,1472,8353,7385,7965,32,No,No,horse,293,dog,295,snake,298
4188,2576,6007,9736,6906,5358,14,No,No,horse,276,pig,282,monkey,291
5031,9488,4032,4178,1060,8168,21,No,No,goat,240,rat,246,horse,247
5114,8019,6239,7033,6148,7248,33,No,Yes,rat,313,snake,313,horse,314
4373,9753,3854,1527,1058,1292,27,No,No,dragon,153,rat,157,horse,168
3776,8338,4014,7577,106,1709,14,No,No,horse,177,dragon,197,goat,205
1453,8096,8598,8261,4605,9259,35,No,Yes,rabbit,247,pig,261,ox,265
7778,2761,8799,4087,6588,7257,29,No,No,dog,290,tiger,292,snake,296
2354,7301,7619,3171,4459,1219,21,No,No,dragon,190,rat,196,tiger,197
9396,2858,3943,9780,8739,4699,10,No,No,horse,307,monkey,330,pig,338
9166,7855,2347,88,6463,438,27,No,No,tiger,192,snake,192,rat,202
9145,3460,6819,7583,9602,5769,33,No,Yes,dog,320,snake,324,tiger,331
5611,5360,7835,4121,8015,8405,23,No,Yes,tiger,309,snake,310,monkey,310
8424,7305,3791,423,3103,2219,14,No,Yes,dragon,201,monkey,207,horse,213
5354,4527,2119,8547,3916,1194,12,No,No,horse,177,ox,211,goat,214
2216,5221,1667,2088,4800,2633,33,No,No,goat,135,monkey,139,snake,140
2813,6450,9578,4414,7071,8657,27,No,Yes,monkey,304,tiger,307,dragon,313
5764,8874,6161,2577,3946,8948,40,No,No,rabbit,242,ox,250,pig,272
8980,4740,2371,877,316,4358,27,No,No,rat,162,dog,166,snake,172
6978,8210,3432,427,4533,3324,19,No,Yes,tiger,207,snake,207,rat,208
9421,2872,2147,1344,7653,5826,21,No,No,dog,213,snake,216,tiger,226
8258,2085,7155,73,6690,4474,12,No,Yes,monkey,237,dragon,243,tiger,263
831,4599,2244,5570,711,1128,25,No,Yes,horse,101,rat,110,rooster,111
3194,5190,3125,9135,5660,5029,20,No,No,horse,226,goat,238,snake,240
1821,6478,7679,3707,3742,223,25,No,Yes,dragon,170,rat,175,tiger,179
6091,7358,3618,7005,9409,4464,16,No,Yes,snake,283,horse,287,dog,294
4140,6820,6157,8733,9636,6827,16,No,Yes,snake,324,goat,328,horse,330
7554,4664,3150,5918,4486,8219,36,No,No,ox,202,rabbit,202,pig,240
4392,9237,1839,4021,559,9449,16,No,Yes,goat,205,horse,218,monkey,222
7548,3862,4376,4341,2974,3997,17,No,Yes,rat,206,dog,208,snake,213
7773,6827,3300,3291,9345,7582,34,No,No,snake,284,monkey,287,dog,292
4900,6520,7285,3086,1693,1102,35,No,Yes,pig,171,rat,176,dragon,179
6172,5677,8807,7515,6084,5263,34,No,No,rat,304,snake,314,tiger,315
2210,4395,4353,8984,578,639,18,No,No,horse,147,rat,148,pig,162
253,1682,2655,288,9051,2390,37,No,No,ox,101,pig,101,tiger,108
649,3718,2214,2238,46,7398,37,No,No,rabbit,86,ox,110,goat,111
8623,4385,5855,8381,826,3581,38,No,Yes,ox,201,rabbit,201,pig,208
1825,9705,8875,3235,5644,6127,26,No,No,dragon,265,monkey,273,goat,274
8870,7397,3209,7716,5140,6574,39,No,Yes,ox,225,rabbit,240,pig,269
2708,5979,5001,2040,2212,688,21,No,No,dragon,135,rat,137,tiger,144
4151,6048,9429,7464,5232,6217,29,No,No,rat,298,tiger,311,dragon,312
4906,8080,5869,3395,4197,372,38,No,Yes,pig,183,ox,185,rat,196
6672,9821,5270,3662,6664,5897,15,No,No,monkey,294,goat,299,horse,304
6104,5061,9066,9497,8901,6954,39,No,Yes,pig,282,ox,287,rabbit,295
5365,7783,5737,8299,7483,4828,14,No,No,horse,302,goat,314,monkey,318
7299,4994,2926,9450,1248,7389,13,No,Yes,horse,246,goat,274,monkey,282
7894,9884,2280,4571,992,3565,20,No,Yes,rat,212,horse,212,snake,229
3148,3168,805,783,111,3546,22,No,Yes,goat,91,monkey,91,rat,93
8348,9731,3212,1406,7839,2398,30,No,Yes,snake,243,tiger,246,monkey,255
9993,5881,3856,8623,2733,3613,17,No,No,rat,256,horse,261,dog,261
5376,7278,2743,8601,5437,6913,20,No,Yes,horse,263,goat,274,snake,279
3565,2489,2245,6456,4155,6773,12,No,Yes,horse,198,goat,200,monkey,205
6273,8366,1373,210,5590,7850,28,No,Yes,monkey,213,goat,215,snake,224
8384,741,3266,8367,2486,5766,11,No,Yes,horse,230,monkey,255,dog,258
440,4877,1566,3502,183,869,28,No,No,horse,74,goat,81,rat,82
3039,7285,4014,7691,4246,3353,29,No,No,horse,215,rat,226,goat,227
1614,4856,9538,3713,4049,6324,40,No,Yes,pig,199,rabbit,209,ox,227
8124,2805,4851,614,7803,9041,37,No,No,ox,222,rabbit,223,pig,247
7425,4171,1254,8561,7276,467,23,No,Yes,horse,206,snake,211,dog,213
3944,5968,9448,495,1238,9578,15,No,No,dragon,232,monkey,243,goat,264
3309,153,9745,2957,4539,7748,18,No,No,tiger,225,dog,229,rat,234
1838,7365,9919,1288,9110,5983,17,No,No,tiger,260,monkey,269,dragon,271
9931,4977,7100,1429,672,4533,17,No,Yes,rat,212,dog,228,dragon,229
7834,8832,2015,4845,838,8023,23,No,Yes,horse,243,rat,249,goat,250
493,3038,6264,7903,8977,5095,22,No,No,rooster,236,snake,245,tiger,247
1111,1466,2465,242,889,4466,10,No,Yes,monkey,83,goat,86,dragon,90
5860,8708,4164,7115,5667,759,31,No,Yes,horse,234,rat,240,snake,245
6172,8157,1863,656,5308,978,28,No,Yes,snake,172,tiger,173,monkey,177
4860,9159,7155,3283,393,8405,12,No,Yes,dragon,253,monkey,265,goat,267
3533,2292,3401,9040,17,2422,28,No,Yes,horse,149,rat,150,dog,159
1433,7186,8129,589,4958,3753,24,No,No,dragon,186,tiger,194,monkey,201
5477,2434,6350,2158,9664,9322,34,No,No,monkey,269,tiger,272,snake,272
7150,1325,6063,3964,7679,4811,19,No,No,dog,235,tiger,238,snake,239
9831,8987,7169,9672,6152,5628,25,No,Yes,rat,358,snake,370,horse,370
8471,777,4176,7765,4802,4510,39,No,No,ox,178,rabbit,188,pig,190
460,2673,1524,8672,8833,7942,15,No,Yes,rooster,203,goat,204,horse,218
4477,2297,783,6037,3554,5705,25,No,Yes,dog,166,horse,169,snake,173
7529,597,5247,8369,7458,6725,12,No,Yes,horse,298,monkey,301,pig,309
9862,8423,9053,6621,2338,7017,16,No,Yes,rat,324,dog,348,dragon,350
90,8845,9271,857,8940,7024,20,No,Yes,monkey,254,tiger,259,goat,262
9851,7964,9840,7622,9605,414,13,No,Yes,dragon,368,horse,372,monkey,385
9581,6152,289,8875,6718,3156,14,No,Yes,horse,243,ox,271,goat,283
774,6048,5559,1253,28,2104,36,No,Yes,dragon,103,pig,116,rat,117
2210,3051,1516,1510,2214,3851,35,No,No,rabbit,90,ox,92,pig,107
6391,7362,7006,3582,3061,112,13,No,No,dragon,206,horse,230,monkey,238
3193,2565,1503,7364,3515,2268,19,No,Yes,horse,142,dog,154,snake,155
5738,8483,4738,1965,5181,7702,31,No,Yes,monkey,257,goat,262,snake,265
3726,7146,4979,4219,4720,3611,40,No,Yes,ox,184,pig,193,rabbit,196
4550,5452,5885,4647,5328,313,25,No,No,rat,197,tiger,199,snake,203
3645,2710,7265,4156,2063,4176,39,No,No,pig,157,rabbit,166,ox,176
9002,9785,358,8872,7427,1272,28,No,Yes,horse,245,snake,267,rat,278
2831,1637,1188,3724,6245,9903,22,No,Yes,goat,183,monkey,186,dog,187
740,9887,4580,599,9295,3561,38,No,No,ox,189,goat,196,monkey,198
1034,6411,1587,3150,7159,9252,10,No,Yes,goat,182,monkey,198,rooster,206
5329,854,8786,8224,3806,5857,23,No,Yes,rat,254,dog,254,snake,269
5312,9356,6938,3073,7563,666,35,No,No,pig,222,ox,224,tiger,241
5513,411,1853,8033,9769,1414,18,No,Yes,snake,192,dog,192,pig,203
2382,5192,645,8882,1925,6062,25,No,No,horse,164,goat,175,rooster,183
5468,9970,3398,959,3208,7802,31,No,Yes,monkey,227,goat,228,snake,243
4940,4828,5596,6299,7284,2999,28,No,No,snake,245,tiger,247,rat,249
6488,5418,3550,4375,8343,9382,38,No,Yes,ox,224,rabbit,232,pig,263
9854,142,4738,3565,8899,8404,12,No,No,monkey,287,horse,318,dog,321
2795,4786,7781,8015,8859,9494,16,No,No,monkey,326,snake,327,goat,328
5304,7981,4249,4836,5021,2801,20,No,Yes,rat,232,snake,233,horse,233
3736,1717,4375,797,6268,5917,24,No,No,monkey,173,tiger,174,snake,177
2637,3417,6811,1737,4771,9429,29,No,Yes,monkey,221,tiger,233,goat,234
2921,9935,6905,6180,4292,5077,15,No,No,dragon,271,goat,271,horse,275
4958,1105,7758,6388,8917,3277,28,No,Yes,tiger,243,snake,251,dog,251
5333,8154,4019,619,1263,109,31,No,No,rat,138,dragon,138,tiger,152
1176,7664,569,9272,157,233,32,No,Yes,horse,99,rooster,126,goat,130
1108,34,4319,2270,3915,3700,19,No,Yes,tiger,119,dog,123,snake,124
2503,3431,245,2187,4882,9617,35,No,No,rabbit,120,ox,129,goat,152
5595,7582,3058,2247,6419,692,37,No,No,ox,159,pig,179,tiger,190
4640,1751,7332,4179,3891,5368,36,No,No,pig,177,rabbit,184,ox,192
8965,8634,6229,1067,8283,6766,31,No,Yes,tiger,305,monkey,307,snake,308
9698,7164,7634,4188,1828,7975,20,No,No,rat,291,dog,306,dragon,313
1934,1632,6538,7708,6030,4733,33,No,Yes,dog,225,pig,226,snake,227
5544,4927,1615,893,7504,7088,25,No,Yes,monkey,200,snake,204,goat,207
8863,6175,7903,151,4800,4087,40,No,No,ox,241,tiger,241,pig,241
6239,6397,4859,5420,7503,5411,28,No,No,snake,274,dog,280,tiger,283
1099,1554,6187,2048,6919,4417,22,No,Yes,tiger,165,monkey,171,snake,174
2315,3817,9903,4321,2410,6030,27,No,No,rat,224,dragon,224,tiger,235
5819,1536,3985,9833,9173,3836,32,No,Yes,dog,251,snake,253,horse,262
3485,111,7441,8672,531,849,31,No,No,rat,148,pig,150,dog,167
7875,2398,5820,1511,4060,9600,40,No,Yes,rabbit,202,ox,219,pig,235
5009,4126,4256,3137,7853,7642,27,No,Yes,snake,244,monkey,244,dog,248
3969,7607,3988,8609,6428,8816,17,No,No,goat,291,horse,296,snake,305
6138,4750,4649,615,8058,6722,35,No,Yes,ox,207,rabbit,217,pig,226
5562,8394,6789,2216,1217,65,24,No,No,rat,169,dragon,169,tiger,190
5327,7806,3470,6403,2929,6085,11,No,Yes,horse,241,goat,249,monkey,257
111,4615,5659,9836,6647,8476,39,No,No,rabbit,196,ox,203,pig,209
7431,2528,7124,2611,1436,9513,11,No,Yes,monkey,255,dragon,262,goat,281
3468,7752,8448,7922,945,3184,24,No,Yes,rat,228,dragon,239,horse,250
2532,1633,3088,9318,841,9200,38,No,No,rabbit,120,ox,148,pig,167
9115,5691,7751,8970,9545,7147,29,No,Yes,dog,370,snake,371,rat,379
3462,7646,4807,715,3650,9022,33,No,Yes,monkey,216,goat,218,dragon,235
4931,8682,1139,4428,3059,2987,25,No,No,horse,175,goat,185,rat,190
8661,2608,9958,8771,122,7918,36,No,Yes,rabbit,236,pig,252,ox,267
2954,1292,2694,6600,1506,3119,20,No,No,horse,136,dog,136,rat,139
723,3718,743,6375,7889,7516,38,No,Yes,ox,133,rabbit,141,pig,169
2174,8438,9102,9785,4762,191,20,No,Yes,rat,249,dragon,259,horse,262
5956,281,5215,1906,5706,6690,18,No,No,dog,194,tiger,202,snake,202
1128,9988,8933,842,9112,6843,32,No,No,monkey,269,tiger,274,goat,276
8398,1030,3106,1328,8730,8656,34,No,No,dog,227,snake,233,monkey,240
2747,6926,5067,2403,8033,9326,11,No,No,monkey,251,goat,252,rooster,278
6197,7258,8697,203,3633,8382,11,No,Yes,dragon,267,monkey,270,goat,294
3132,7020,7800,2530,6452,4792,40,No,Yes,pig,215,ox,225,rabbit,232
8527,9863,5741,210,4830,6002,23,No,Yes,rat,274,monkey,274,snake,275
7019,9151,5961,8078,3763,7829,25,No,No,rat,320,horse,324,dog,331
9214,7082,3281,3405,2540,183,11,No,No,horse,199,dragon,209,monkey,223
9839,472,5543,7551,5292,3504,26,No,Yes,dog,234,rat,247,snake,250
5241,9058,4523,3941,9165,6150,22,No,Yes,goat,287,monkey,287,snake,288
2724,146,5170,6760,3107,946,39,No,No,pig,98,ox,118,rabbit,123
6838,4427,8290,445,466,6302,40,No,No,rabbit,198,rat,204,dragon,208
9667,3490,7784,860,5253,6422,36,No,No,ox,246,rabbit,248,pig,249
2546,7731,8260,8715,6469,5088,14,No,Yes,horse,307,rooster,308,dragon,311
6241,4558,1945,3545,4132,4628,20,No,No,snake,191,dog,191,rat,199
335,3007,3842,1016,6745,7259,29,No,No,monkey,156,goat,158,rooster,170
3649,4475,9670,1060,9708,5880,29,No,No,tiger,250,monkey,266,snake,271
6581,4510,4009,7441,8616,6445,33,No,Yes,snake,284,dog,285,horse,296
3067,3052,6371,4646,8241,1469,25,No,Yes,tiger,197,snake,205,rat,214
9337,1650,3397,208,2222,5386,19,No,No,dog,163,snake,174,rat,176
8753,7681,7953,7491,1983,9627,10,No,No,horse,357,dragon,359,monkey,361
2089,1196,1716,9017,916,5738,33,No,No,rabbit,143,horse,145,dog,152
5437,515,6203,7464,2762,6614,29,No,No,dog,219,rat,228,snake,236
2630,6639,5192,8073,4928,4346,38,No,Yes,ox,190,pig,197,rabbit,199
5068,6481,7446,4328,1278,7816,11,No,No,dragon,258,monkey,265,goat,273
2588,2701,7490,5023,3369,511,26,No,No,rat,161,tiger,167,dragon,169
7252,4269,2013,5238,8061,7363,24,No,No,dog,253,snake,254,monkey,266
779,765,8626,3793,9503,2858,31,No,No,tiger,187,pig,201,snake,206
1138,5011,6315,2779,8291,4897,33,No,Yes,tiger,213,monkey,214,goat,221
683,5839,6657,5449,5307,4253,13,No,Yes,rooster,217,goat,220,dragon,223
1158,5610,7056,3299,2121,634,36,No,Yes,pig,127,dragon,139,rat,145
8,7856,199,5196,7541,3257,30,No,Yes,goat,143,rooster,154,horse,157
2178,5472,9077,4269,8597,419,13,No,Yes,dragon,230,monkey,245,pig,247
9162,7001,3808,8126,282,5375,17,No,Yes,rat,247,horse,253,dog,261
7064,9984,4963,1239,1645,6611,22,No,Yes,rat,242,dragon,243,monkey,246
7985,4697,3117,7651,9148,9059,32,No,Yes,dog,309,snake,313,horse,326
749,189,4216,5767,394,2748,20,No,Yes,pig,105,rat,107,dog,112
5613,3427,6241,2911,3936,2203,17,No,Yes,rat,186,tiger,188,snake,195
6621,2541,1804,589,6952,5624,23,No,No,snake,178,dog,179,monkey,183
8149,3612,931,3030,2860,5726,13,No,Yes,horse,196,monkey,197,goat,207
9389,9965,5430,332,4979,6079,11,No,No,monkey,282,dragon,287,goat,302
5850,4130,8458,9229,2753,177,35,No,No,pig,177,ox,203,rabbit,215
4650,5436,5567,7182,5291,2001,37,No,No,ox,185,pig,185,rabbit,204
6990,87,3028,5474,172,5754,33,No,No,dog,155,rat,166,snake,174
3266,1396,1614,761,8691,8339,30,No,Yes,monkey,169,snake,177,goat,178
3794,5897,8432,379,9030,3897,25,No,No,tiger,225,monkey,241,dragon,245
4617,5930,3915,1471,730,8435,33,No,Yes,monkey,195,goat,198,rat,201
8281,7304,8386,5836,8473,2540,36,No,Yes,pig,266,ox,268,rabbit,300
4929,1538,5696,2701,4868,8058,32,No,No,dog,214,snake,222,monkey,222
3177,522,6234,9252,9486,7601,38,No,No,pig,207,ox,210,rabbit,214
4199,2646,7345,2378,7975,560,39,No,Yes,pig,153,tiger,175,ox,179
7355,2272,1268,4814,8762,7582,16,No,No,dog,231,snake,235,monkey,248
6049,7110,3272,8666,8347,9815,15,No,No,goat,325,horse,326,monkey,334
1210,2386,7004,5611,1850,4808,31,No,No,rat,178,dragon,186,dog,190
4984,3514,6162,3056,9519,2411,23,No,Yes,tiger,215,snake,224,dog,235
3272,6567,8851,5403,2964,2289,27,No,No,rat,216,dragon,219,tiger,233
50,3646,4281,5178,7136,3809,26,No,No,rooster,175,goat,180,monkey,184
2905,2956,8782,6354,4933,4108,29,No,No,rat,234,tiger,238,snake,244
6988,2524,7054,2573,9438,4965,21,No,Yes,tiger,249,snake,256,dog,261
9988,161,2637,8327,5038,4922,11,No,Yes,horse,246,ox,267,dog,269
8652,7451,4889,7772,2594,37,38,No,Yes,ox,193,pig,206,rat,220
7607,5599,8416,7969,3954,4537,26,No,Yes,rat,286,dog,302,snake,306
8809,7834,970,4156,3894,6689,19,No,Yes,snake,244,horse,244,dog,245
8792,3817,2214,4455,4422,5417,14,No,Yes,horse,233,monkey,239,goat,252
8758,8240,389,6069,9174,493,36,No,No,ox,168,pig,221,rabbit,229
5153,5474,6494,9249,2153,1181,33,No,No,rat,212,horse,225,dog,238
2710,2039,1770,2495,8917,9401,30,No,No,monkey,193,goat,196,snake,203
1252,5105,7998,6812,3854,9034,29,No,No,rooster,268,goat,269,monkey,271
3065,8988,4307,7400,4815,7477,10,No,No,goat,261,horse,267,monkey,279
473,2693,9089,6526,8661,3399,29,No,Yes,tiger,231,pig,235,rooster,243
667,9528,1018,3102,7146,1503,39,No,No,ox,125,goat,141,pig,155
4929,5754,3203,1350,2019,3130,16,No,No,rat,156,dragon,163,snake,164
8357,5807,6012,1794,7241,3995,10,No,Yes,monkey,267,dragon,276,horse,289
9226,946,8649,3735,5486,460,30,No,Yes,tiger,211,rat,212,dog,221
2327,3916,4821,654,3204,5006,14,No,Yes,monkey,154,dragon,160,goat,163
5974,3732,3322,4094,5402,8732,17,No,No,dog,238,snake,242,monkey,243
1789,8272,3472,7150,8065,6520,17,No,No,goat,246,rooster,257,horse,260
2388,7883,1971,7068,737,4642,39,No,No,rabbit,138,ox,139,horse,165
4096,5180,141,7623,4357,9038,26,No,No,goat,213,horse,216,dog,227
4876,7084,6180,7574,8712,5738,37,No,No,ox,243,pig,256,rabbit,263
1301,3157,5980,9803,8011,6120,33,No,Yes,rooster,258,snake,267,horse,267
8490,5776,2100,4197,6145,3974,21,No,No,snake,229,dog,230,rat,240
2541,8384,1118,4691,792,1398,27,No,No,horse,120,goat,132,rat,135
8112,4088,2645,9237,8313,1676,26,No,No,snake,250,horse,250,dog,250
9298,1000,1844,6509,8125,3158,40,No,Yes,ox,158,pig,189,rabbit,190
1876,6515,5792,6670,8672,5974,14,No,Yes,goat,267,monkey,273,rooster,273
649,7055,6494,3747,3136,6324,20,No,No,goat,206,dragon,210,monkey,212
7438,7775,4184,5010,2255,8128,10,No,No,horse,275,monkey,279,goat,280
8842,5855,1005,7778,9636,3418,26,No,Yes,snake,264,horse,267,dog,269
9520,9388,6299,2550,828,5421,21,No,No,rat,250,dragon,265,snake,275
3476,5561,6489,2188,6616,5840,18,No,Yes,monkey,231,tiger,232,snake,236
7128,4024,2030,3474,2867,1073,31,No,No,rat,153,snake,155,dog,157
9381,4263,6414,4560,3004,7943,16,No,Yes,dog,274,rat,277,snake,286
2847,1445,5527,361,1256,9175,34,No,No,monkey,161,dog,166,rat,174
9002,9182,5496,5833,8329,3983,16,No,No,snake,317,rat,323,tiger,325
8509,5235,9800,9516,981,1235,10,No,Yes,dragon,281,horse,291,rat,306
4314,331,1847,2356,2432,4428,11,No,Yes,monkey,132,horse,137,goat,141
1009,2586,9901,2437,5093,5545,28,No,No,tiger,204,dragon,206,rat,216
6440,571,8946,4512,1517,7004,33,No,Yes,rat,225,dog,227,tiger,242
2750,5091,6831,8981,3519,2897,25,No,No,rat,224,horse,232,dragon,244
9623,8984,6393,5718,423,2960,22,No,Yes,rat,242,dragon,267,horse,271
3307,6081,1313,1654,3857,4486,19,No,Yes,goat,149,monkey,154,snake,158
2180,7998,958,2977,7755,815,16,No,No,goat,153,horse,159,snake,162
9006,6033,9311,5835,475,4073,11,No,No,dragon,274,horse,299,monkey,309
5720,419,8550,5150,523,3391,17,No,Yes,rat,174,dog,189,tiger,196
9416,5273,1984,6397,1834,1031,34,No,No,rat,186,horse,190,dog,194
1234,5602,130,130,3678,7381,33,No,No,goat,107,monkey,119,rooster,135
4325,4694,1596,539,6762,4502,21,No,Yes,monkey,163,snake,165,tiger,170
8632,2934,3847,7440,4590,8796,23,No,Yes,dog,266,snake,282,rat,288
1802,7987,3078,5596,6068,8080,37,No,No,ox,190,rabbit,194,goat,223
385,5549,4560,3301,4174,6228,18,No,No,goat,175,monkey,181,rooster,182
9431,9222,4056,1501,8270,2970,10,No,No,monkey,277,horse,288,dragon,292
2833,3052,9583,6298,6203,2642,15,No,Yes,dragon,246,pig,248,monkey,261
9228,9276,8028,5627,642,6946,10,No,Yes,dragon,315,horse,328,monkey,334
4920,3332,2635,7128,7223,6699,34,No,Yes,dog,238,snake,241,horse,245
2661,3899,8528,1015,780,3254,39,No,Yes,dragon,142,pig,143,rat,149
7184,6627,8703,5090,5810,3096,32,No,No,rat,276,tiger,283,snake,290
1425,9744,1287,4473,4569,8151,11,No,No,goat,183,monkey,209,horse,210
2677,1928,1961,5500,1035,2873,37,No,No,rabbit,89,ox,90,pig,99
8717,439,3073,3123,5832,4940,24,No,Yes,dog,187,snake,198,tiger,207
7128,5533,6538,9412,3870,7745,14,No,No,horse,317,monkey,337,goat,340
234,2229,3281,3706,1267,4624,36,No,No,rabbit,87,ox,101,pig,101
5838,1926,957,8599,4547,1368,35,No,Yes,ox,108,rabbit,134,pig,134
3182,4330,6059,8311,2905,348,40,No,Yes,pig,142,ox,158,rabbit,168
4042,8515,4401,2541,6142,6267,26,No,No,goat,239,monkey,240,snake,248
5300,2672,2404,3413,3372,3951,40,No,Yes,ox,130,rabbit,135,pig,148
599,5178,5127,6370,3901,9077,40,No,Yes,rabbit,170,ox,190,pig,200
2309,8542,2538,5051,1177,2050,30,No,No,horse,147,goat,155,rat,157
9643,883,2458,1015,9657,9261,34,No,No,dog,234,snake,241,monkey,251
4344,1880,7122,9633,3337,9532,16,No,No,dog,275,rat,285,snake,293
5540,4352,7571,6057,3853,4095,22,No,Yes,rat,239,dog,252,tiger,253
5923,1793,5997,1511,3725,8132,36,No,No,rabbit,180,ox,196,pig,198
742,3923,5919,5530,509,2132,28,No,No,rat,137,dragon,142,horse,150
6383,2869,3436,5980,3701,7141,36,No,No,rabbit,171,ox,175,pig,200
